enzyme_id,ec_number,ph_opt,temp_opt,vmax,km,ph_samples,temp_samples,activity_samples
E17,4.2.26.5,5.73733469732548,27.830553831601918,219.8740927206528,3.445614504819178,"[4.498271753466206, 5.462831446042201, 5.884419108853127, 6.199652405404548, 7.445047695731406]","[29.418495585467422, 39.41878520925437, 24.59007587715638, 28.4365145332598, 23.680374704379435]","[0.6908057035396737, 0.9615022375806764, 1.383884978853979, 1.30390177606155, 0.40842895030467374]"
E18,3.1.22.14,5.367196263253767,28.295494589399603,162.59252160173415,4.897757537821327,"[5.9264701687417585, 5.847113570222572, 4.982197756194962, 3.6921610600257164, 5.031158291551754]","[29.269923366097316, 28.308189867762337, 33.58704156194117, 41.83029299540954, 31.192618450155255]","[1.221999939759555, 1.2942772870611057, 1.1478399318610193, 0.07327909596604112, 1.315954093140875]"
E19,2.1.28.12,6.552679704826088,47.51508764548236,234.54391634084314,2.732627778686515,"[6.431251628797621, 7.023333470013749, 6.777473199014114, 6.054520088969612, 6.386181904540267]","[44.06408110287053, 43.38953434687288, 53.46230232462953, 50.01419604723769, 42.664720478657784]","[1.379390291991065, 1.1570454130180625, 1.1971886061666395, 1.221520540398577, 1.2849974883159405]"
E20,5.3.29.4,6.671784126862315,58.865319303208665,278.5062227915628,2.1231200021175116,"[8.168123245114728, 8.022197752757446, 6.179587954246722, 6.978023700582944, 7.065496954011644]","[48.17315092236778, 60.1287668417055, 66.36260997203122, 64.21666695048864, 51.08717261399998]","[0.1573750727982886, 0.645729898861948, 0.9473125893845772, 1.1924700614494734, 1.0055067271345073]"
E21,1.3.41.17,7.137309894122254,42.37964167390772,200.9128622474097,1.4951995208014612,"[7.450943405908331, 7.037689696047306, 6.977145977537398, 8.75708669252306, 6.454701940491872]","[42.27967783997206, 43.79299376652729, 36.74648487837925, 32.295072502260005, 44.26486525367549]","[1.4062172316615955, 1.470543022000904, 1.2397344843042877, 0.13794319729835247, 1.0932294457806533]"
E22,5.3.16.7,5.3648244121947615,42.30471066459035,38.2037924081557,2.75214912279544,"[6.144920198928962, 5.24717850699305, 4.704426654760752, 5.107715738872367, 5.695169575615261]","[38.35863879496253, 36.54916789562533, 44.010521145033735, 44.01947666235141, 38.75610843699244]","[0.9103391672989247, 1.2440286303858425, 1.1182693808799122, 1.4074763791460034, 1.2852957710184831]"
E23,2.1.27.2,5.325395122567599,27.969319992981717,493.45339346557597,1.8776112708230406,"[6.248878593294738, 4.943489738107342, 4.794013167924061, 6.413484215566136, 3.695734374589888]","[38.959545956780424, 25.853050298447563, 27.937380190049645, 23.19292178514064, 27.631951594231026]","[0.47086292858700446, 1.321447087032494, 1.253986880056664, 0.6228894176674293, 0.5691061528523979]"
E24,4.4.41.7,7.984179517061693,45.417906778400585,481.46454875252556,1.8806041918232834,"[8.536294710430584, 7.6632031395530245, 8.163453502510027, 7.994253437687129, 8.062320395900759]","[40.00683829141232, 45.589477998213184, 48.90389481711873, 55.575912032965874, 52.132802560997035]","[1.0156355513091915, 1.4018093872058088, 1.360491000948934, 1.063390062206518, 1.1968325617824656]"
E25,1.1.3.16,7.948402823372077,57.033901958418724,479.76417962984465,0.29874084981095994,"[7.247953392946508, 7.760524156500631, 7.158619457233737, 7.555472000372511, 6.981104911723288]","[68.15791088383658, 51.73555932483755, 50.9083501983419, 47.75463002990061, 51.635463727346725]","[0.654327828952334, 1.250508407016207, 0.7720043257149143, 0.94627923384055, 0.6714737015754083]"
E26,3.2.17.9,6.238110465145311,53.48282568974321,345.51827455140085,0.8214585273310077,"[5.1819238995287975, 7.703277477828794, 7.181662561722341, 5.862769943461547, 4.86760284187261]","[62.9599323089011, 52.68104677297488, 62.14753987355744, 42.32183207818264, 49.287200529066794]","[0.4106964109227935, 0.6104801651454597, 0.5219292467287745, 0.9099919224143593, 0.5044681440182099]"
E27,6.4.17.5,8.998870693144521,59.88228929758669,282.16153574528744,3.8472472017507475,"[8.74845172657137, 7.719571915114535, 7.903998600711036, 9.427264141124684, 9.847228144432895]","[70.67188627601396, 54.087037745176694, 57.7552382495702, 61.57862510016847, 74.21408174549836]","[0.9879463797654262, 0.4500596627317843, 0.7583156181060455, 1.304371263282195, 0.49511352307445117]"
E28,6.3.12.1,7.207627355097943,44.63282900373852,439.5602653025891,2.023379502399861,"[7.723928114766061, 8.302532601123822, 6.435688586633859, 7.756468523096694, 8.054366944577612]","[32.32165259877672, 36.350019415078094, 30.35820375941782, 42.74698116262662, 49.655624794310256]","[0.7901314854717244, 0.42833769845792413, 0.5595657613822799, 1.205581200313284, 0.7901130662694822]"
E29,6.1.24.15,6.586171129285081,46.773034507975574,432.55821728590513,4.748107912051634,"[5.223465177800957, 6.541732970167786, 6.893423488436526, 6.560015330809806, 4.932217449253179]","[46.149194231386055, 37.6417480044416, 51.460742349785846, 49.33922223065351, 40.19387600368409]","[0.6522687622595017, 1.0923761571598056, 1.2320968775316863, 1.4376152764657284, 0.2752345821546925]"
E30,4.4.25.3,8.497270419417669,43.033261920247384,486.8240711423511,3.0136576237493915,"[8.990155742633469, 8.074291231017906, 7.473037516829464, 7.455987758824069, 8.537944474726594]","[39.61278132253082, 28.01226460129779, 46.62385067578785, 34.50383443124129, 34.910986743362244]","[1.1800051351776235, 0.8416648979491379, 0.7366261806618728, 0.45484622340638453, 1.131991185310508]"
E31,2.1.47.15,7.0466280541890445,30.49421889506678,194.87012296861556,0.022949171674396335,"[7.189130794797896, 7.075136422069409, 7.68638103225721, 7.1018324632762715, 7.661610047906907]","[25.031815416662774, 42.95932496208334, 32.261577413471876, 33.295751687916045, 25.00263563837366]","[1.2551949189949263, 1.0215421717647977, 1.1338457737290086, 1.4243212273990333, 0.9586343866170254]"
E32,6.3.47.13,8.468859924298894,37.39513347775939,204.61027792700042,0.5332971409970797,"[7.851990691895342, 8.929799603875775, 9.420539749326693, 8.647528851255977, 8.529072681042244]","[31.270072805552857, 32.477275657918234, 29.042312668290407, 22.15836375285411, 34.65789546914594]","[0.9196066359414877, 1.1168353574139116, 0.5281289466925949, 0.973395064337901, 1.4267997763023637]"
E33,1.1.18.15,7.336797938856677,50.788786638821946,283.29371031571435,2.936811818957188,"[5.730743521766458, 8.190762876644477, 7.905961351012538, 7.105295581150523, 6.204635923242664]","[54.95659458879491, 36.23489257800047, 50.638461902199325, 46.46915378081382, 41.97689234795658]","[0.4290755928907192, 0.48949798731671545, 1.2230626588744142, 1.292086538119249, 0.3833470189227801]"
E34,4.2.11.9,5.320934982646569,43.357898634958914,211.09444522493413,4.912069298373946,"[5.129776545153441, 4.59488405301329, 4.859517918191902, 5.925247963307173, 5.721668732746074]","[36.51501192136906, 44.053224772963496, 48.61760849856144, 31.67206166710931, 47.16141998161846]","[1.1601163633458687, 1.0854734302687676, 1.095759451099565, 0.7266331936214442, 1.2260237484766017]"
E35,4.1.6.4,6.701745754465668,42.76636325395593,128.78076888338933,0.5830357554486256,"[5.482313327929674, 7.339934806128575, 5.790432371593761, 6.9159398870282764, 8.928767693256908]","[31.489323984269383, 41.72650341890658, 39.914142290509076, 38.552582501681236, 48.088120916403454]","[0.265344383439897, 1.1547573316618576, 0.8607564218398587, 1.3057024251930152, 0.2907917764237219]"
E36,5.1.17.9,7.382554962431377,41.505166599255546,211.80204793216157,1.7508526500495467,"[7.518338389943676, 7.454070097747897, 7.772990225934377, 8.646662238491539, 7.2866742269388975]","[42.30127282074641, 37.3435542301858, 45.62346622848004, 39.27581702470317, 39.27176745179114]","[1.4754339331244635, 1.3485203596484225, 1.214777863153178, 0.6549975955657712, 1.4433756651995002]"
E37,5.3.14.4,6.264786329185979,45.590733652826984,344.6612110743949,2.2652235204822055,"[6.7068128510639315, 6.501226689969301, 6.831125822761718, 8.031546749878924, 7.863225963015601]","[34.53408835163883, 37.117225539341405, 34.29685906397144, 40.36097843024514, 45.975168743392786]","[0.8658794989751211, 1.0645677458512155, 0.7646121404855447, 0.3334331863630467, 0.5762157910671026]"
E38,3.3.6.6,6.331263143649937,50.569219788325555,349.9216276276358,0.841986492366982,"[6.321067823259242, 7.174779316329229, 6.714927883196406, 7.597687778815166, 7.107325365980919]","[55.6146311323096, 48.10434674619984, 47.591971149192645, 50.20690689538845, 63.45582127788601]","[1.300407129017994, 0.9336879159171884, 1.2818950566013032, 0.6998134757726834, 0.5656189508209909]"
E39,2.1.38.13,5.442526947820829,54.62583021070814,72.46944454267138,1.9924635798962327,"[5.0870923397599395, 5.7443673422567105, 6.048117841137111, 4.704794688478729, 6.138211683905357]","[64.1152952223428, 57.51987453327404, 67.7634008986146, 49.209305816983125, 45.91324728752822]","[0.9638875723834204, 1.335803596699019, 0.7088320167631522, 0.8583364869869008, 0.7258821527453075]"
E40,3.2.10.8,7.333567179064482,39.02979958672739,236.38284378562503,4.736943864662958,"[7.557542080120338, 6.43317594122578, 9.290168762757943, 7.436944124644664, 7.421083014748397]","[44.110165954018235, 42.39686420888439, 40.596987756681315, 33.49647839861021, 42.330078086679364]","[1.249463997716358, 0.8431078414326969, 0.4977794636703962, 1.2604070776824838, 1.3944985915559152]"
E41,4.3.9.19,7.945776942498892,57.70284551691552,463.5285713243204,2.259688463306619,"[9.976729823888881, 8.364939076185127, 7.475307481447249, 7.839056256185657, 8.802574116263095]","[53.623241307024536, 63.668570940127395, 41.4576838990686, 56.093688516790806, 62.0998256112802]","[0.3746012711569451, 1.0842528184578326, 0.8039939734650365, 1.4634405112147402, 0.8195946023590372]"
E42,2.3.34.17,7.348272896546269,26.14963345852034,457.24723681077313,1.248649949358188,"[6.392856555069667, 7.570018160033266, 6.77363016360967, 8.07298298573867, 6.810298617049857]","[21.563865088183817, 29.267425229402523, 26.249116680233723, 42.0861948433122, 14.744515184640575]","[0.7297216884041313, 1.363677460326783, 1.2186707464545892, 0.5945458502684533, 0.7857802855055525]"
E43,6.4.40.17,6.198383647065908,35.84779241940138,204.68587657422296,2.1396766376303793,"[5.744653112717592, 7.101494641503434, 8.003570859407942, 5.739515520393833, 7.067268068481633]","[33.08571619174521, 24.29264238326145, 40.75438824952392, 37.491491026970344, 48.573929675129186]","[1.2431822909646901, 0.47698086684450836, 0.34736821896783676, 1.2838299999397462, 0.48962909877841465]"
E44,6.4.49.18,6.988047795284996,51.787469837318426,60.460924872344606,1.6784704284393062,"[7.07583390663523, 6.840898870957814, 7.399084126149485, 6.752554466470351, 8.120018748482327]","[52.66279205548356, 49.9897506418383, 58.95747590977416, 40.429804425934165, 54.17438830325836]","[1.4847197328195305, 1.4472842956145775, 1.0233790977533794, 0.9839422069687309, 0.7238122735547619]"
E45,3.3.8.15,7.277774071054001,56.0611168879726,282.7935765438494,3.606857350589428,"[8.277618326582973, 7.614033740801617, 7.057126418572407, 6.431749069907327, 6.795025067131791]","[54.261260989242075, 65.60318860271954, 61.45055379768024, 58.373350365670916, 62.15118624092112]","[0.8366263502551268, 0.9740177065384021, 1.2321723253397405, 0.938116268794728, 1.030249626739216]"
E46,2.2.1.15,7.499045084173004,36.75530500024423,414.3025923971033,1.8216654688535017,"[8.447213317381715, 6.963013729328727, 8.258817948649755, 7.210255100768285, 7.215019222055625]","[38.55761764232283, 38.74661312443101, 37.02516560770047, 27.41528889135253, 35.90517852385385]","[0.8755164459464153, 1.212142922319749, 1.0607097906957295, 1.007330519521981, 1.4153222594254882]"
E47,2.3.17.14,7.966747776914662,49.45960486063166,207.24952136252045,1.0979353063954915,"[7.166174050559986, 9.449920078764166, 8.849167990336888, 8.887888076486448, 8.063265557710498]","[58.64424850887916, 49.40194889119711, 58.97370825110556, 48.41872989184611, 44.704911443637585]","[0.6193311844695416, 0.6107920716764976, 0.5408155419904179, 0.9173391000148521, 1.3088594210755744]"
E48,6.2.12.10,5.560074154641796,34.22893309221158,140.58421275173228,3.6636010465107214,"[6.129372275018455, 4.493878578011168, 7.768683703222743, 5.387525733120791, 5.301461923204951]","[42.23039441244101, 31.297999206566434, 44.41342775049124, 36.830089905617264, 33.40014778838797]","[0.862131319201798, 0.7419233903683349, 0.07042351018128867, 1.4073839278871132, 1.4284852787636646]"
E49,1.3.36.19,5.981396438725284,38.62534649146918,151.45993101764293,1.7848068551600962,"[5.2006978363434175, 6.824309876011555, 5.22187732765973, 8.087302090595196, 6.3760507594299956]","[39.9191993573333, 32.61684203020069, 43.52751564733212, 34.595881707804764, 39.47941519398671]","[1.0271644734494945, 0.7342764671448158, 0.8708523079251458, 0.37321758573894026, 1.3485299832642395]"
E50,6.3.45.11,6.336975563267844,51.98192713110377,62.233144035548186,0.38493753086168575,"[6.308984770870274, 7.753616071776252, 5.83540191703763, 7.7869344096653865, 6.903177111632224]","[48.04465969984389, 56.408781304492415, 58.789808278490874, 56.33459686662414, 40.99035409187057]","[1.3659250830699312, 0.4722807446320798, 0.9754547388499615, 0.46446725981179676, 0.7703508554388632]"
E51,3.1.44.17,5.547274523675846,58.25830738372809,228.54282874939832,0.9338133149047121,"[6.398929466097206, 5.642959058785501, 6.200633337846702, 6.042204091443791, 6.576289414399526]","[65.69377634012407, 55.082097223972994, 62.68889882028235, 47.57244435184386, 57.85297303236359]","[0.6496570691289372, 1.3995292395262844, 0.9901917851672644, 0.8336900515496533, 0.8452066929926015]"
E52,2.1.45.15,5.176661750840401,45.58923149394759,499.6832147872591,2.7834748413715262,"[3.6146722524318546, 4.953062498200368, 5.462682745910177, 4.706846216627458, 5.022437921049514]","[44.51097448218046, 55.087228913479805, 43.073170575773275, 55.08566516923177, 26.60179805101177]","[0.5756850588517154, 1.0335324606009193, 1.3619869128281095, 0.8842846016397765, 0.9768650551870366]"
E53,1.2.31.3,7.242708776014056,41.83716593454302,443.64919469640773,2.6560230118481516,"[5.578694727336535, 6.215396068742086, 8.309796471822628, 7.4969608285173654, 8.876625914185315]","[45.233391671150144, 42.854239612730304, 53.832183870298465, 48.90812492912113, 40.463337539609]","[0.4597222675266446, 0.8378250167301364, 0.3483772622796571, 1.121346401186008, 0.5507517729693345]"
E54,2.3.35.10,8.96136525336711,25.00831332515596,100.881725692594,1.9259798106994315,"[11.039528967954617, 8.441068498111088, 8.419198048867074, 7.744369353696193, 8.748311390548947]","[20.356568817660474, 37.17241932636718, 26.187646441060853, 24.946265166561318, 24.065604046577775]","[0.33766969331650776, 0.788766023973444, 1.2316006685262544, 0.7273536970193427, 1.4468143587298552]"
E55,6.2.4.18,5.93443100419964,26.473261637272667,18.758228019372766,4.9387347247827975,"[4.387488363313592, 4.968514338882541, 5.077968540457906, 6.480529593365357, 5.801852561682348]","[20.69416773615044, 42.64132092511598, 21.825983242446007, 34.64298203795812, 37.82102154178668]","[0.3477294681740791, 0.39605558024441023, 0.8048347234786826, 0.8737293343411983, 1.020636955665562]"
E56,5.2.10.11,5.706112128022033,32.71701731745614,101.35474845068471,3.900126523098099,"[5.309336890960856, 5.5716202115217985, 5.407392713320777, 4.7672559624123325, 6.342837331900013]","[40.056733887009344, 35.12234744420266, 30.08114876030028, 27.780542163147672, 27.791676876971017]","[1.0245710229867504, 1.427440274328063, 1.3497653084333392, 0.7212996381972511, 0.9744907391969673]"
E57,1.1.4.14,8.440507265671695,41.01012342207976,201.6731853793861,1.3720672805330116,"[7.956805042790311, 8.415746747326146, 8.845894995661165, 8.279936907001868, 7.715678630069875]","[47.83407541495267, 39.3619263666469, 41.72502586817699, 44.86759764041111, 41.282266677540385]","[0.9884026236384249, 1.47294635034643, 1.3433693445357435, 1.3458450618071736, 1.0905925842745283]"
E58,5.4.5.13,8.404827656195074,42.3301284454891,245.48742289005753,2.966114845450993,"[8.013276102180496, 9.240156357850331, 8.950340847896124, 9.882193516783902, 8.871970204455845]","[39.81508380997968, 46.46471226033527, 50.091053509569456, 48.07350371387065, 45.881046663240184]","[1.2984446094450321, 0.8529030749537435, 0.8925098047433604, 0.37124306789214817, 1.1924990830952562]"
E59,1.1.42.4,7.474445512860737,51.34508238451744,87.71650159360611,4.405545088402653,"[7.340751048607253, 7.591816462007396, 8.439652686067422, 6.820896976070948, 7.769384159959058]","[48.59171069822592, 51.54629614506116, 60.29424542276853, 52.68277586065676, 51.67013822161048]","[1.4119414873994145, 1.4859138084262833, 0.494684841239986, 1.13480372874746, 1.4156318600571796]"
E60,1.4.31.2,7.536022812398445,43.89948829005494,392.12424362406034,0.5438333877465225,"[7.73552975936705, 8.797985436209224, 7.459786386488884, 7.759240033014716, 8.022340020171677]","[45.205752152149444, 40.77445298820124, 45.258118240343094, 51.41491053907335, 36.71388119417752]","[1.4442033301387778, 0.6146932985260676, 1.476082681981022, 1.112971190826247, 0.9674118604023446]"
E61,6.1.10.1,5.231681842235194,27.61430462152489,427.68318300733733,4.950840380025729,"[4.762443371418119, 6.760325513002222, 6.114615396255838, 6.612014862279566, 4.72842426457965]","[26.434413503085565, 24.47015796009595, 35.50157696500831, 23.640518212820265, 32.732813074925005]","[1.2886411417898123, 0.5069436690774767, 0.6026907775015427, 0.5133706428231967, 1.0723384359463428]"
E62,2.2.46.2,8.988498000630845,39.916345578259055,231.179641921541,0.8264828677464293,"[9.507407068407613, 9.778345120036144, 9.885980552172324, 10.036933060384616, 8.810567777866392]","[31.88763517712498, 39.114213476103274, 44.349218094384085, 31.325527111813052, 51.53730425239675]","[0.9016845649947626, 1.0294798555919975, 0.7843875935361901, 0.4474022224939156, 1.0024081392191402]"
E63,1.1.3.1,6.282970961752509,50.35479354149409,375.4601358951725,1.009792126308076,"[6.605185595346985, 6.83486156158955, 5.352394529680186, 8.334217321192787, 5.310368262418709]","[51.434524737632564, 49.24420507041398, 42.048302919938756, 47.76332758180134, 50.51794674769518]","[1.3898621550685375, 1.2252474647011458, 0.5464371262269028, 0.4520396491408977, 0.8880420477720967]"
E64,5.4.44.3,5.741835498706617,41.17340517679813,10.603599231548685,2.9956530529609102,"[4.60093507257118, 6.226767571195782, 4.552418872546348, 5.994976357145884, 6.0975596472401845]","[34.20591762933001, 47.40857176322236, 29.1488498104667, 43.24861771478804, 40.88739964162607]","[0.4614491224527758, 1.0202112177013758, 0.27073377839036744, 1.3966670971070818, 1.3803218712747136]"
E65,1.4.21.18,7.721826505437301,38.84407793579891,487.602927416638,3.612219263355406,"[8.693950512534704, 8.31549417625634, 8.473704988261051, 8.398637341174316, 7.463141535608334]","[39.17730279849937, 28.536519289511844, 38.21620854814623, 47.12797768257322, 34.21912719799896]","[0.8875606648872368, 0.7626913725949838, 1.0642508892139464, 0.7592426854915524, 1.261241762427869]"
E66,2.4.33.2,7.1369688239057805,55.888672003686,50.42918187580643,4.124325094015201,"[6.028671331369995, 6.251113213228731, 7.872411119671985, 7.578988092112488, 7.218380082295881]","[53.970449303950375, 57.362647847086095, 62.05074574845874, 66.219644967097, 66.55446139977023]","[0.7573086023458855, 0.9349774441185192, 0.8162065159400205, 0.8816683192021538, 1.0447832605079694]"
E67,1.2.12.8,8.789401850524154,46.88566310748817,393.8771357113912,3.0651673495469782,"[10.482006428057478, 8.625198146832885, 10.514109777583723, 9.727193247930868, 8.708743458375988]","[57.37561697954373, 58.685201217422325, 43.663594998131245, 59.011169874887706, 54.41124285473991]","[0.11234648165098968, 1.0042748452620314, 0.457318960142797, 0.44142809376076475, 1.1545985543868345]"
E68,1.1.19.14,6.347583167084427,31.374127049104473,396.95226849981475,3.2969517997493716,"[8.719591448461005, 6.270280041785851, 5.601012440967949, 6.9502437753862205, 5.445321390683382]","[35.32406876529163, 27.858337035745606, 32.855291841767226, 39.011449764257144, 30.5989930455396]","[0.36957726881998765, 1.3845281996597996, 1.0512503959978836, 0.8511635095021441, 0.9370760049672096]"
E69,2.1.24.5,6.383739970187852,37.986356704461095,493.9482862306683,0.2101448651482876,"[6.56330142503583, 7.221418612277576, 7.730882123354148, 6.0166325598927, 7.246684636932889]","[37.716797417956144, 36.777965604875355, 44.1719762668678, 42.55261685335503, 26.95161160557135]","[1.4675458314394692, 0.9813481656555805, 0.395483432106741, 1.2034244054155037, 0.5186745379446575]"
E70,6.1.12.3,7.491866334253931,47.104607703238216,369.2253809834877,0.6665227487850265,"[7.887090483280122, 7.7004053469130564, 7.051622211177595, 6.95456763990349, 7.471423077460775]","[55.313710838053765, 50.90980878539924, 44.510307378635474, 52.50649867777663, 27.16480935882769]","[0.9852935096282907, 1.3317283411640144, 1.2608396760754115, 1.0281853208522407, 0.9997581549780777]"
E71,1.4.2.7,5.654095490340091,38.68785378281162,485.0120379442909,1.2980858291786266,"[4.6183503097633665, 6.582756920242907, 5.279934529290578, 5.931298595724663, 5.616559027236744]","[42.027139573373475, 39.22560702023341, 29.706908213491637, 45.661721518941604, 35.23155770068244]","[0.7421111426346951, 0.9192591844981197, 0.9689910554257964, 1.1150676470746785, 1.3923310820974186]"
E72,1.1.20.8,7.468579946416121,49.737202590990606,91.85053487146543,0.8464198892787052,"[7.2112719054422145, 9.129978333264793, 7.774128308201363, 7.812613264168976, 8.292806709641594]","[51.4087267041762, 47.92390757024568, 48.362753647395756, 49.235993775092155, 49.47664693542171]","[1.4087630759313665, 0.5314537068204862, 1.3923270328612332, 1.38587133308828, 1.006268091724575]"
E73,5.4.26.1,5.488439656040107,40.82696598992023,467.59875858867343,1.587618963833985,"[5.017428827074671, 5.495873058064837, 5.599913730937119, 5.850467569497175, 5.3815757829959345]","[48.428030382994876, 26.120533959756806, 61.391235920094644, 34.72902964165762, 43.650696153398776]","[0.9584808568741485, 1.0065576655717392, 0.9877565413212129, 1.1148381968632695, 1.414943253417679]"
